f1_abs_energy,f2_auc,f3_autocorr,f4_average_power,f5_calc_centroid,f6_calc_max,f7_calc_mean,f8_calc_median,f9_calc_min,f10_calc_std,f11_calc_var,f12_dfa,f13_distance,f14_ecdf,f15_ecdf_percentile,f16_ecdf_percentile_count,f17_ecdf_slope,f18_entropy,f19_fundamental_frequency,f20_higuchi_fractal_dimension,f21_hist_mode,f22_human_range_energy,f23_hurst_exponent,f24_interq_range,f25_kurtosis,f26_lempel_ziv,f27_lpcc,f28_max_frequency,f29_max_power_spectrum,f30_maximum_fractal_length,f31_mean_abs_deviation,f32_mean_abs_diff,f33_mean_diff,f34_median_abs_deviation,f35_median_abs_diff,f36_median_diff,f37_median_frequency,f38_mfcc,f39_mse,f40_negative_turning,f41_neighbourhood_peaks,f42_petrosian_fractal_dimension,f43_pk_pk_distance,f44_positive_turning,f45_power_bandwidth,f46_rms,f47_skewness,f48_slope,f49_spectral_centroid,f50_spectral_decrease,f51_spectral_distance,f52_spectral_entropy,f53_spectral_kurtosis,f54_spectral_positive_turning,f55_spectral_roll_off,f56_spectral_roll_on,f57_spectral_skewness,f58_spectral_slope,f59_spectral_spread,f60_spectral_variation,f61_spectrogram_mean_coeff,f62_sum_abs_diff,f63_wavelet_abs_mean,f64_wavelet_energy,f65_wavelet_entropy,f66_wavelet_std,f67_wavelet_var,f68_zero_cross
1302724118.590361,687663.309387207,21.0,3578912.4137097835,182.5387400039737,1916.4212646484373,1889.164578288875,1891.4733417217547,1845.876220703125,12.820700401441483,164.3703587835218,1.3662364279249506,70.54504394531227,73.0,73.0,73.0,1302724118.590361,0.9886824463052843,0.008219178082191782,1.3814965350175121,1891.730499267578,0.0,0.9624616832254692,15.505976750300533,0.3344283634304719,0.1095890410958904,0.5679384715557797,0.0,52.47388189098681,2.671116948857819,10.005583363138681,1.057560344318766,0.05498714237422733,7.700246957632089,0.10548283503612765,0.10548283503612765,0.0,0.25709491757406755,0.09374509807713376,5.0,4.0,1.002403439394393,70.54504394531227,6.0,0.0547945205479452,1889.2080812393767,-0.7511951588286828,0.045620329005527975,0.002966143641570566,-198.9170797469519,-64158250.53272142,0.4855931566119221,169.49533503548955,30.0,0.0,0.0,12.218000771514559,-0.0642654193003842,0.027386684929964357,0.7162116164831438,5169.427845092985,384.9519653320308,8.152633502186097,80.39204941015345,-0.0,79.977597959326,6396.416175343587,0.0
