f1_abs_energy,f2_auc,f3_autocorr,f4_average_power,f5_calc_centroid,f6_calc_max,f7_calc_mean,f8_calc_median,f9_calc_min,f10_calc_std,f11_calc_var,f12_dfa,f13_distance,f14_ecdf,f15_ecdf_percentile,f16_ecdf_percentile_count,f17_ecdf_slope,f18_entropy,f19_fundamental_frequency,f20_higuchi_fractal_dimension,f21_hist_mode,f22_human_range_energy,f23_hurst_exponent,f24_interq_range,f25_kurtosis,f26_lempel_ziv,f27_lpcc,f28_max_frequency,f29_max_power_spectrum,f30_maximum_fractal_length,f31_mean_abs_deviation,f32_mean_abs_diff,f33_mean_diff,f34_median_abs_deviation,f35_median_abs_diff,f36_median_diff,f37_median_frequency,f38_mfcc,f39_mse,f40_negative_turning,f41_neighbourhood_peaks,f42_petrosian_fractal_dimension,f43_pk_pk_distance,f44_positive_turning,f45_power_bandwidth,f46_rms,f47_skewness,f48_slope,f49_spectral_centroid,f50_spectral_decrease,f51_spectral_distance,f52_spectral_entropy,f53_spectral_kurtosis,f54_spectral_positive_turning,f55_spectral_roll_off,f56_spectral_roll_on,f57_spectral_skewness,f58_spectral_slope,f59_spectral_spread,f60_spectral_variation,f61_spectrogram_mean_coeff,f62_sum_abs_diff,f63_wavelet_abs_mean,f64_wavelet_energy,f65_wavelet_entropy,f66_wavelet_std,f67_wavelet_var,f68_zero_cross
1.2461037063098799e-05,0.046556896240636345,2.0,3.423361830521648e-08,190.2872676024079,0.0005680493122781,5.4364782481530996e-05,3.398367243789835e-05,-0.0004601915497914,0.0001765907641862097,3.1184297995869516e-08,0.8093976588045869,0.0010282408620695001,73.0,73.0,73.0,1.2461037063098799e-05,1.0000000000000002,0.005479452054794521,1.9161146691107882,2.5168381398750635e-06,0.0,0.7733579661066394,0.0002479637441865259,0.006086245503872156,0.1917808219178082,0.07040247674551561,0.452054794520548,19.892682762865196,-1.2411182061185138,0.00014141656225595537,0.00012355969443725973,-5.817187279666154e-07,0.00012419329777912935,7.828286334190203e-05,-7.311500742919939e-06,0.17534246575342466,-21.88428328499179,1.2527837550959853,66.0,16.0,1.0232662962752737,0.0010282408620695001,65.0,0.39452054794520547,0.00018476966084867314,0.36782110301300946,4.8449737813014456e-08,0.1949746835384617,-0.1726962212972641,-11.118389775365342,0.8949407567610822,2.017523166197674,60.0,0.452054794520548,0.005479452054794521,0.435257538064183,-0.014175859002272312,0.14386739306424723,0.20509228683260283,1.842977134373368e-07,0.04497572877516254,2.2610855874759082e-07,0.00015267415018662499,-0.0,0.00015267398275452102,2.3309345010127786e-08,94.0
